fecha,costo,producto
2020-01-31 17:17:05,$13.44,bebidas
2021-02-23 14:08:48,$10.70,bebidas
2019-12-13 12:04:08,$13.22,bebidas
2020-01-28 13:53:31,$6.62,bebidas
2020-09-28 12:36:20,$12.21,bebidas
2020-11-09 12:09:02,$11.70,bebidas
2020-05-02 01:43:10,$10.88,bebidas
2021-02-11 13:38:04,$11.04,bebidas
2020-08-19 20:38:12,$12.79,bebidas
2021-03-16 03:35:51,$12.89,bebidas
2020-04-08 03:33:20,$5.07,bebidas
2020-07-14 10:36:48,$8.87,bebidas
2020-07-18 20:33:40,$13.24,bebidas
2021-01-15 15:48:55,$14.24,bebidas
2021-04-15 23:59:21,$14.69,bebidas
2021-01-07 19:12:41,$8.47,bebidas
2020-12-23 05:37:11,$14.54,bebidas
2020-10-04 09:43:18,$10.78,bebidas
2020-05-16 10:27:14,$9.12,bebidas
2019-12-30 01:33:18,$10.99,bebidas
2020-02-21 13:39:50,$8.06,bebidas
2020-03-17 04:37:26,$6.11,bebidas
2020-04-01 14:32:26,$10.74,bebidas
2021-02-04 23:31:25,$12.96,bebidas
2021-02-12 13:26:51,$9.62,bebidas
2019-12-14 14:12:29,$14.63,bebidas
2020-09-19 21:03:12,$10.12,bebidas
2020-07-06 21:40:05,$11.04,bebidas
2020-10-31 16:08:13,$13.50,bebidas
2020-03-21 14:50:40,$6.97,bebidas
2020-12-04 05:19:36,$11.47,bebidas
2021-04-20 16:46:27,$5.68,bebidas
2021-04-28 14:16:37,$12.73,bebidas
2020-07-19 13:28:39,$10.55,bebidas
2020-06-27 15:27:34,$5.72,bebidas
2021-03-04 07:20:23,$9.63,bebidas
2020-11-08 19:17:39,$9.78,bebidas
2020-04-01 06:38:51,$9.13,bebidas
2020-08-28 04:17:03,$14.75,bebidas
2020-10-25 19:17:32,$9.11,bebidas
2020-11-18 19:15:03,$12.70,bebidas
2020-11-08 08:23:14,$5.12,bebidas
2020-01-27 03:38:57,$6.45,bebidas
2021-02-25 07:26:06,$7.77,bebidas
2020-03-24 13:02:34,$11.87,bebidas
2021-01-09 11:12:36,$9.16,bebidas
2020-09-27 16:18:10,$10.36,bebidas
2020-06-29 15:10:28,$8.67,bebidas
2020-07-29 09:19:58,$6.09,bebidas
2020-07-23 06:54:41,$12.55,bebidas
2021-04-21 20:21:28,$13.36,bebidas
2020-10-12 19:01:47,$8.11,bebidas
2020-04-21 18:08:16,$7.00,bebidas
2020-12-31 15:48:58,$7.35,bebidas
2020-01-20 00:45:37,$14.21,bebidas
2019-12-24 17:40:47,$12.33,bebidas
2021-01-25 10:57:12,$7.91,bebidas
2020-02-20 01:18:09,$6.30,bebidas
2020-06-01 17:22:19,$11.20,bebidas
2020-12-10 15:33:38,$10.96,bebidas
2020-08-25 22:03:19,$8.35,bebidas
2020-08-23 03:44:31,$12.63,bebidas
2020-02-06 06:31:40,$8.45,bebidas
2020-09-29 03:18:25,$9.42,bebidas
2020-11-13 06:08:10,$11.99,bebidas
2020-09-01 18:57:21,$7.96,bebidas
2020-09-04 14:47:57,$11.99,bebidas
2020-04-13 05:25:57,$8.85,bebidas
2020-07-07 04:23:55,$9.87,bebidas
2019-12-01 19:03:21,$7.67,bebidas
2020-05-13 12:21:15,$10.53,bebidas
2020-09-28 02:38:14,$5.38,bebidas
2020-11-29 01:12:26,$12.80,bebidas
2020-03-13 05:01:20,$11.96,bebidas
2021-01-24 19:54:27,$14.31,bebidas
2020-07-08 19:52:35,$8.57,bebidas
2020-09-27 01:33:10,$7.70,bebidas
2020-07-29 08:46:57,$13.11,bebidas
2020-03-10 03:45:58,$5.73,bebidas
2020-11-06 22:29:44,$8.00,bebidas
2020-05-25 20:43:59,$9.41,bebidas
2021-01-29 15:18:37,$9.41,bebidas
2020-09-12 23:34:13,$6.44,bebidas
2021-01-28 12:52:01,$6.04,bebidas
2020-04-22 03:58:33,$5.80,bebidas
2020-05-13 15:47:29,$7.12,bebidas
2021-03-05 19:46:01,$13.01,bebidas
2021-02-25 12:19:31,$10.16,bebidas
2020-09-23 23:25:26,$10.27,bebidas
2020-09-03 01:35:55,$5.82,bebidas
2020-09-25 10:44:12,$12.06,bebidas
2020-10-29 20:34:21,$10.46,bebidas
2021-03-08 12:33:14,$14.60,bebidas
2021-03-28 10:06:02,$5.62,bebidas
2021-04-18 06:42:26,$11.70,bebidas
2020-07-19 17:53:24,$14.58,bebidas
2020-09-11 15:01:58,$10.61,bebidas
2020-10-20 01:12:58,$14.71,bebidas
2021-02-21 21:44:12,$9.20,bebidas
2020-07-15 09:49:43,$9.79,bebidas
2020-11-30 04:22:19,$13.57,bebidas
2020-12-15 03:49:10,$6.70,bebidas
2019-12-11 02:21:09,$14.60,bebidas
2021-01-10 22:56:41,$8.67,bebidas
2020-04-07 04:54:44,$7.49,bebidas
2021-03-02 18:25:13,$11.07,bebidas
2020-01-15 07:19:08,$7.16,bebidas
2020-07-02 12:59:57,$9.73,bebidas
2020-12-14 00:28:06,$14.07,bebidas
2021-01-26 05:00:02,$9.96,bebidas
2020-07-12 21:58:58,$10.64,bebidas
2020-12-11 17:58:05,$10.64,bebidas
2020-07-28 12:19:39,$11.46,bebidas
2020-09-23 00:25:47,$11.28,bebidas
2021-03-16 07:56:13,$8.20,bebidas
2020-11-02 12:23:38,$5.77,bebidas
2021-03-21 20:36:43,$5.60,bebidas
2020-08-28 10:25:40,$6.67,bebidas
2021-02-14 15:49:50,$9.58,bebidas
2020-10-29 17:54:41,$5.30,bebidas
2021-03-03 03:27:49,$8.47,bebidas
2020-04-02 07:02:54,$9.59,bebidas
2021-03-08 14:18:22,$13.90,bebidas
2021-01-13 23:01:17,$10.70,bebidas
2020-03-18 21:46:11,$7.29,bebidas
2019-12-26 07:30:23,$13.37,bebidas
2020-07-25 06:00:47,$6.42,bebidas
2021-02-21 19:49:27,$6.38,bebidas
2020-03-05 17:05:05,$6.50,bebidas
2021-02-26 01:32:29,$10.33,bebidas
2020-08-01 21:50:11,$5.11,bebidas
2020-06-10 03:12:52,$11.16,bebidas
2021-02-18 16:41:04,$9.63,bebidas
2020-11-18 00:38:22,$8.20,bebidas
2020-01-17 21:03:56,$9.51,bebidas
2020-12-05 23:21:36,$12.55,bebidas
2019-12-04 14:24:52,$14.53,bebidas
2020-08-24 06:12:06,$13.38,bebidas
2020-04-10 02:55:10,$13.63,bebidas
2021-04-24 00:48:35,$11.50,bebidas
2020-05-20 01:23:46,$11.94,bebidas
2019-12-20 14:07:41,$8.89,bebidas
2020-06-07 16:00:56,$12.31,bebidas
2020-02-25 12:10:09,$12.65,bebidas
2021-03-27 03:41:47,$8.79,bebidas
2019-12-11 18:10:50,$13.11,bebidas
2020-08-26 15:03:51,$6.00,bebidas
2021-01-01 17:13:18,$12.76,bebidas
2020-05-03 07:19:06,$6.94,bebidas
2020-09-12 15:39:19,$8.25,bebidas
2020-02-13 21:54:55,$7.69,bebidas
2020-01-16 06:24:41,$12.51,bebidas
2020-11-07 09:43:23,$13.73,bebidas
2020-06-23 09:24:13,$13.49,bebidas
2020-03-29 08:06:51,$8.89,bebidas
2020-03-16 05:26:56,$11.22,bebidas
2020-05-14 04:06:03,$12.71,bebidas
2020-03-17 15:21:40,$6.37,bebidas
2020-06-05 01:24:31,$10.46,bebidas
2020-11-19 04:19:20,$10.49,bebidas
2021-02-04 17:30:40,$14.16,bebidas
2020-12-15 05:22:27,$10.87,bebidas
2021-03-10 05:54:50,$6.91,bebidas
2020-05-10 07:56:41,$5.55,bebidas
2020-05-13 17:09:00,$12.67,bebidas
2020-01-18 08:57:23,$14.05,bebidas
2021-03-21 12:04:05,$5.53,bebidas
2021-01-24 12:41:36,$6.26,bebidas
2021-02-23 16:27:16,$13.72,bebidas
2019-12-12 08:35:42,$8.63,bebidas
2020-10-06 12:04:46,$8.75,bebidas
2021-01-01 20:36:26,$7.48,bebidas
2019-12-13 04:31:53,$9.75,bebidas
2021-01-16 13:28:41,$14.51,bebidas
2021-03-29 07:03:25,$9.93,bebidas
2020-01-22 03:14:06,$8.78,bebidas
2021-03-14 22:53:08,$12.58,bebidas
2020-12-10 08:22:37,$7.16,bebidas
2020-02-23 08:49:16,$7.09,bebidas
2020-12-15 17:57:52,$10.04,bebidas
2020-02-18 09:15:07,$6.94,bebidas
2021-03-28 19:16:24,$14.34,bebidas
2020-04-27 01:41:11,$11.25,bebidas
2020-11-07 17:48:04,$8.69,bebidas
2020-02-16 18:08:28,$12.01,bebidas
2019-12-01 18:39:35,$14.94,bebidas
2020-01-24 02:02:16,$14.11,bebidas
2020-01-28 08:23:58,$10.62,bebidas
2020-03-31 19:03:01,$14.78,bebidas
2020-02-08 05:18:49,$14.33,bebidas
2021-04-03 21:53:49,$6.87,bebidas
2020-12-19 10:01:02,$7.32,bebidas
2019-12-06 06:44:08,$13.19,bebidas
2020-05-07 18:24:06,$11.53,bebidas
2020-08-12 16:19:39,$10.80,bebidas
2020-02-11 20:21:19,$11.39,bebidas
2020-12-30 16:22:54,$13.41,bebidas
2020-03-20 21:27:19,$7.20,bebidas
2020-06-01 20:54:58,$9.28,bebidas
2020-07-15 03:34:53,$12.14,bebidas
2020-09-28 08:25:32,$6.50,bebidas
2020-10-19 15:53:30,$8.34,bebidas
2021-01-17 08:12:46,$8.61,bebidas
2020-07-27 04:53:07,$9.47,bebidas
2020-12-30 03:40:24,$5.44,bebidas
2021-02-27 23:42:01,$10.81,bebidas
2020-07-19 14:18:21,$9.64,bebidas
2021-04-06 18:19:46,$8.34,bebidas
2019-12-11 03:54:48,$8.85,bebidas
2020-08-22 22:29:31,$14.88,bebidas
2021-03-18 00:24:56,$12.89,bebidas
2021-01-28 22:44:46,$13.29,bebidas
2020-10-22 20:51:53,$11.34,bebidas
2020-06-08 09:03:09,$12.43,bebidas
2020-07-31 22:04:46,$10.00,bebidas
2020-10-27 03:50:37,$13.77,bebidas
2021-03-18 11:51:35,$5.51,bebidas
2019-12-16 11:11:55,$8.99,bebidas
2020-11-21 15:45:04,$7.73,bebidas
2020-06-13 07:20:15,$8.09,bebidas
2019-12-19 05:04:40,$12.63,bebidas
2020-05-05 21:19:03,$13.40,bebidas
2020-10-24 05:22:25,$12.56,bebidas
2020-01-29 20:08:36,$8.32,bebidas
2020-01-25 13:31:18,$13.61,bebidas
2020-10-05 05:19:16,$12.21,bebidas
2020-06-12 21:48:40,$7.54,bebidas
2021-03-22 07:44:20,$14.65,bebidas
2020-08-12 08:12:08,$5.36,bebidas
2020-04-02 18:43:33,$9.76,bebidas
2020-01-30 04:15:47,$12.81,bebidas
2020-02-09 06:13:07,$13.66,bebidas
2020-08-01 23:39:04,$13.10,bebidas
2020-02-14 07:42:03,$9.05,bebidas
2020-03-10 14:08:23,$12.89,bebidas
2020-07-02 09:08:08,$7.79,bebidas
2020-10-29 22:22:23,$6.14,bebidas
2021-01-06 18:37:41,$5.84,bebidas
2020-12-09 21:48:17,$7.87,bebidas
2020-10-28 05:08:32,$11.43,bebidas
2021-04-18 08:47:19,$7.05,bebidas
2021-03-25 05:13:15,$14.52,bebidas
2020-06-02 22:44:50,$8.07,bebidas
2020-08-17 11:37:45,$14.18,bebidas
2020-03-18 07:01:05,$9.24,bebidas
2020-01-15 12:41:57,$9.64,bebidas
2020-07-30 14:34:47,$12.40,bebidas
2020-02-20 21:49:46,$13.42,bebidas
2020-08-11 10:00:03,$9.84,bebidas
2020-11-17 15:19:30,$8.94,bebidas
2021-03-14 08:28:07,$10.76,bebidas
2020-05-19 09:09:19,$6.99,bebidas
2020-11-30 03:47:17,$8.31,bebidas
2020-04-18 01:35:27,$13.32,bebidas
2020-11-08 03:13:44,$10.29,bebidas
2020-06-15 17:23:51,$10.17,bebidas
2021-02-25 09:12:10,$6.97,bebidas
2020-01-04 07:39:51,$10.21,bebidas
2020-05-12 02:36:17,$11.71,bebidas
2020-01-13 15:40:02,$14.54,bebidas
2020-01-18 18:39:58,$12.36,bebidas
2020-08-12 04:30:28,$10.64,bebidas
2020-03-13 20:02:33,$7.11,bebidas
2020-02-01 07:45:20,$8.99,bebidas
2021-01-16 01:47:04,$9.22,bebidas
2021-03-13 22:46:21,$7.69,bebidas
2021-01-16 14:03:13,$7.49,bebidas
2021-01-04 18:40:28,$10.63,bebidas
2021-03-15 21:35:39,$14.88,bebidas
2020-06-10 08:55:17,$7.25,bebidas
2021-02-15 02:16:07,$9.60,bebidas
2020-11-22 16:30:03,$7.40,bebidas
2020-12-31 11:56:55,$13.79,bebidas
2021-03-05 21:20:30,$6.87,bebidas
2020-06-09 06:11:36,$6.77,bebidas
2020-02-24 08:43:34,$5.96,bebidas
2020-07-28 07:24:24,$8.06,bebidas
2020-03-22 10:31:54,$7.01,bebidas
2021-03-27 13:39:08,$11.35,bebidas
2019-12-26 00:36:40,$13.87,bebidas
2021-04-11 17:05:37,$13.20,bebidas
2021-01-25 07:17:14,$10.50,bebidas
2020-04-28 02:19:52,$10.92,bebidas
2020-01-20 21:41:25,$11.99,bebidas
2019-12-25 19:49:27,$12.81,bebidas
2020-09-06 12:12:55,$7.84,bebidas
2021-02-09 15:29:11,$11.60,bebidas
2020-01-03 20:21:27,$6.51,bebidas
2020-09-26 09:18:45,$15.00,bebidas
2020-03-08 13:25:23,$14.25,bebidas
2020-10-24 15:46:59,$12.32,bebidas
2020-10-24 17:46:54,$6.17,bebidas
2019-12-17 17:19:25,$5.08,bebidas
2020-05-26 14:09:38,$9.70,bebidas
2021-03-01 10:36:23,$6.03,bebidas
2020-06-21 18:28:05,$6.09,bebidas
2020-03-30 14:11:48,$11.80,bebidas
2021-01-15 11:04:45,$14.57,bebidas
2020-11-15 17:32:35,$7.86,bebidas
2020-12-15 16:12:21,$14.98,bebidas
2021-04-29 06:15:46,$13.16,bebidas
2021-03-21 13:47:27,$8.53,bebidas
2020-09-30 19:48:11,$7.75,bebidas
2020-06-19 05:40:27,$8.42,bebidas
2020-11-17 07:50:22,$5.64,bebidas
2019-12-02 09:55:14,$13.58,bebidas
2020-08-22 00:13:33,$6.61,bebidas
2021-01-13 05:28:07,$5.51,bebidas
2020-05-03 05:26:19,$12.85,bebidas
2021-02-03 07:47:06,$13.67,bebidas
2020-10-16 01:03:19,$12.52,bebidas
2020-06-26 02:30:56,$11.71,bebidas
2020-08-15 12:05:07,$9.54,bebidas
2020-04-06 11:18:18,$6.91,bebidas
2020-11-20 12:59:31,$10.27,bebidas
2021-04-23 13:56:42,$5.47,bebidas
2021-01-25 18:37:56,$12.95,bebidas
2021-04-14 05:24:23,$8.04,bebidas
2020-10-06 00:57:39,$5.21,bebidas
2020-07-25 10:11:15,$13.90,bebidas
2020-09-30 08:06:40,$5.25,bebidas
2021-03-21 20:01:22,$6.89,bebidas
2020-06-05 12:27:05,$13.05,bebidas
2021-04-21 18:35:22,$7.79,bebidas
2020-10-26 19:00:34,$12.31,bebidas
2021-04-26 00:26:18,$12.09,bebidas
2021-03-14 22:45:38,$14.55,bebidas
2020-04-13 21:08:44,$7.25,bebidas
2020-01-27 14:04:56,$9.54,bebidas
2020-01-02 01:01:04,$7.22,bebidas
2020-05-27 10:59:40,$6.56,bebidas
2021-04-12 00:36:22,$8.44,bebidas
2021-01-18 23:25:07,$6.82,bebidas
2021-04-28 09:22:50,$7.14,bebidas
2020-07-02 18:47:13,$12.50,bebidas
2020-03-13 19:41:18,$11.12,bebidas
2020-04-10 14:59:21,$13.32,bebidas
2020-10-06 23:28:10,$12.24,bebidas
2020-12-29 10:37:03,$10.50,bebidas
2020-10-02 09:25:12,$9.19,bebidas
2020-03-02 23:44:08,$7.18,bebidas
2020-06-05 23:28:21,$6.67,bebidas
2019-12-21 21:22:54,$8.05,bebidas
2020-11-24 23:25:17,$9.45,bebidas
2020-11-17 12:32:39,$6.79,bebidas
2020-01-12 04:02:32,$13.91,bebidas
2020-07-28 07:24:44,$6.43,bebidas
2020-08-04 12:19:07,$6.81,bebidas
2020-08-11 11:10:16,$9.38,bebidas
2021-04-07 08:39:03,$10.34,bebidas
2021-04-11 06:21:33,$14.68,bebidas
2020-05-04 04:35:05,$10.43,bebidas
2020-01-17 06:41:17,$7.08,bebidas
2020-10-21 22:56:31,$13.85,bebidas
2019-12-14 14:05:11,$13.41,bebidas
2020-01-01 17:31:18,$5.11,bebidas
2019-12-15 09:29:45,$5.29,bebidas
2020-10-09 02:48:14,$11.65,bebidas
2020-12-16 01:17:30,$14.66,bebidas
2020-09-14 06:54:31,$9.80,bebidas
2021-03-20 23:30:42,$14.29,bebidas
2020-04-05 03:22:21,$11.01,bebidas
2020-04-26 19:02:10,$8.12,bebidas
2020-09-25 06:58:07,$9.81,bebidas
2021-01-15 19:31:34,$10.31,bebidas
2020-06-18 09:18:14,$14.70,bebidas
2019-12-04 08:04:40,$9.95,bebidas
2020-02-04 11:53:11,$6.77,bebidas
2020-08-22 02:30:57,$14.90,bebidas
2019-12-21 11:29:28,$14.50,bebidas
2021-04-04 06:51:26,$10.66,bebidas
2020-05-10 22:15:28,$5.43,bebidas
2020-04-16 22:29:03,$13.79,bebidas
2021-04-23 06:41:13,$12.26,bebidas
2020-06-05 00:17:53,$9.16,bebidas
2019-12-02 22:20:27,$6.09,bebidas
2020-07-12 08:18:45,$11.00,bebidas
2020-09-01 23:27:20,$11.95,bebidas
2020-07-13 15:29:21,$8.05,bebidas
2020-11-22 09:18:04,$7.35,bebidas
2020-06-12 06:33:39,$12.52,bebidas
2020-01-12 19:47:12,$13.62,bebidas
2020-12-27 08:37:32,$13.42,bebidas
2020-01-13 15:32:30,$7.74,bebidas
2020-09-19 01:07:35,$6.30,bebidas
2020-10-17 23:37:16,$13.79,bebidas
2020-07-12 14:59:01,$12.60,bebidas
2020-10-20 05:36:40,$10.86,bebidas
2020-01-15 13:41:18,$6.71,bebidas
2020-01-26 14:06:17,$5.51,bebidas
2020-11-11 04:24:48,$10.59,bebidas
2021-03-15 04:33:32,$12.27,bebidas
2020-04-21 20:40:25,$10.97,bebidas
2020-08-03 09:51:11,$7.59,bebidas
2020-08-25 11:20:21,$11.58,bebidas
2020-06-25 10:36:50,$12.71,bebidas
2020-02-10 15:24:34,$7.10,bebidas
2020-04-01 20:30:44,$11.93,bebidas
2020-03-10 18:13:10,$13.63,bebidas
2020-06-30 16:01:55,$12.22,bebidas
2020-04-02 09:15:26,$8.30,bebidas
2020-06-14 06:44:38,$6.01,bebidas
2020-07-20 02:36:39,$5.29,bebidas
2021-04-20 18:58:17,$9.29,bebidas
2020-01-16 19:12:14,$13.83,bebidas
2021-02-01 01:07:55,$8.44,bebidas
2020-02-16 20:24:52,$11.42,bebidas
2020-12-08 00:21:31,$12.67,bebidas
2021-04-19 17:00:54,$21.22,ensaladas
2021-04-20 17:52:15,$22.94,ensaladas
2019-12-18 22:20:03,$18.23,ensaladas
2021-04-09 07:34:27,$19.63,ensaladas
2020-09-23 19:01:55,$20.42,ensaladas
2020-07-10 22:27:08,$12.50,ensaladas
2020-11-15 19:08:59,$22.87,ensaladas
2020-11-26 07:04:07,$24.05,ensaladas
2020-09-21 18:35:41,$16.59,ensaladas
2020-06-01 21:02:47,$12.15,ensaladas
2020-02-20 11:28:32,$22.82,ensaladas
2020-08-18 06:29:04,$24.52,ensaladas
2021-02-03 06:49:31,$23.98,ensaladas
2020-02-24 09:13:14,$19.97,ensaladas
2020-02-06 09:52:49,$17.90,ensaladas
2021-03-05 07:06:04,$13.55,ensaladas
2021-02-13 09:17:28,$19.13,ensaladas
2021-02-02 13:33:14,$22.66,ensaladas
2020-02-24 05:04:09,$12.18,ensaladas
2020-01-23 17:01:25,$15.18,ensaladas
2020-10-28 06:15:10,$24.58,ensaladas
2020-03-06 01:40:40,$13.15,ensaladas
2020-10-11 12:50:20,$24.20,ensaladas
2020-09-30 06:01:30,$18.94,ensaladas
2020-02-24 11:10:19,$19.12,ensaladas
2020-05-01 16:14:31,$16.77,ensaladas
2021-04-28 23:53:04,$10.44,ensaladas
2020-07-30 03:37:55,$24.08,ensaladas
2021-01-08 19:35:27,$15.38,ensaladas
2020-04-12 19:11:51,$17.04,ensaladas
2021-01-24 19:41:29,$20.04,ensaladas
2020-10-02 07:50:27,$18.93,ensaladas
2020-11-15 10:11:21,$19.65,ensaladas
2021-01-03 04:44:46,$19.56,ensaladas
2020-03-11 06:18:52,$12.95,ensaladas
2020-11-02 16:11:56,$16.37,ensaladas
2020-04-21 04:24:05,$20.17,ensaladas
2020-03-23 16:55:56,$23.80,ensaladas
2020-12-21 09:15:50,$18.97,ensaladas
2021-02-17 21:06:27,$24.28,ensaladas
2021-03-11 11:44:00,$24.83,ensaladas
2020-01-13 00:34:12,$24.51,ensaladas
2020-04-06 13:49:40,$18.29,ensaladas
2021-01-30 08:26:14,$21.56,ensaladas
2020-11-21 09:27:10,$20.60,ensaladas
2020-05-17 12:54:39,$11.27,ensaladas
2020-10-25 14:22:43,$14.94,ensaladas
2020-01-08 08:36:24,$22.45,ensaladas
2020-03-27 08:25:34,$19.11,ensaladas
2020-07-29 00:09:41,$20.65,ensaladas
2020-03-31 05:56:33,$18.78,ensaladas
2019-12-01 19:25:12,$15.99,ensaladas
2020-09-17 08:04:10,$12.03,ensaladas
2020-02-15 23:24:27,$24.38,ensaladas
2020-02-28 23:57:20,$20.22,ensaladas
2020-06-14 17:17:01,$10.49,ensaladas
2020-05-03 07:36:40,$18.58,ensaladas
2020-06-10 19:54:21,$22.84,ensaladas
2020-06-03 18:35:41,$12.29,ensaladas
2020-03-25 14:11:05,$12.78,ensaladas
2020-12-13 13:58:13,$16.42,ensaladas
2020-06-26 11:01:50,$19.58,ensaladas
2019-12-03 19:39:32,$15.82,ensaladas
2020-03-12 10:57:44,$24.54,ensaladas
2020-07-19 03:12:14,$13.32,ensaladas
2021-04-22 04:44:06,$18.90,ensaladas
2021-03-28 03:04:06,$19.78,ensaladas
2020-01-16 22:25:03,$10.48,ensaladas
2020-07-28 09:10:12,$12.09,ensaladas
2020-05-17 17:35:51,$13.12,ensaladas
2019-12-12 10:37:40,$11.72,ensaladas
2021-04-21 05:37:55,$17.84,ensaladas
2020-07-03 02:31:59,$24.45,ensaladas
2021-01-28 19:45:23,$12.10,ensaladas
2020-02-07 04:08:01,$12.90,ensaladas
2021-01-07 04:16:06,$14.62,ensaladas
2020-03-06 20:12:52,$13.10,ensaladas
2020-03-05 01:17:32,$21.75,ensaladas
2020-12-09 13:00:58,$12.31,ensaladas
2020-03-04 12:17:13,$10.89,ensaladas
2020-01-02 06:06:39,$12.22,ensaladas
2021-02-12 01:15:15,$17.14,ensaladas
2021-02-02 03:05:25,$22.19,ensaladas
2020-11-14 05:36:56,$20.88,ensaladas
2020-05-01 06:39:36,$21.00,ensaladas
2020-10-07 21:42:24,$24.02,ensaladas
2020-08-08 12:40:22,$16.11,ensaladas
2021-03-03 20:31:12,$24.98,ensaladas
2020-06-01 03:40:44,$18.67,ensaladas
2020-05-21 00:11:20,$21.37,ensaladas
2021-03-27 16:45:03,$23.63,ensaladas
2020-07-26 08:03:35,$17.39,ensaladas
2020-10-26 13:53:49,$11.26,ensaladas
2020-12-29 14:15:44,$12.31,ensaladas
2020-06-22 03:31:45,$12.47,ensaladas
2020-09-20 01:37:32,$16.51,ensaladas
2021-02-18 09:40:11,$16.81,ensaladas
2019-12-24 18:50:13,$24.62,ensaladas
2020-05-25 17:12:36,$22.12,ensaladas
2021-03-18 21:29:27,$22.48,ensaladas
2019-12-24 17:07:55,$23.20,ensaladas
2020-04-19 14:19:06,$14.10,ensaladas
2020-08-10 22:17:54,$19.52,ensaladas
2020-01-02 04:43:21,$21.79,ensaladas
2020-10-23 07:37:44,$19.70,ensaladas
2021-04-19 17:23:06,$14.63,ensaladas
2021-01-23 14:54:04,$24.08,ensaladas
2021-01-16 10:50:12,$12.71,ensaladas
2020-06-11 12:01:58,$13.38,ensaladas
2020-08-22 21:54:27,$21.99,ensaladas
2021-02-04 08:24:28,$11.57,ensaladas
2019-12-17 19:07:10,$11.38,ensaladas
2020-05-09 14:25:49,$20.49,ensaladas
2021-02-03 11:59:28,$11.39,ensaladas
2020-07-04 01:22:22,$16.38,ensaladas
2020-11-25 12:25:53,$19.85,ensaladas
2020-10-26 17:07:43,$22.09,ensaladas
2020-05-13 12:49:55,$10.21,ensaladas
2020-04-05 15:09:08,$14.17,ensaladas
2020-12-18 04:15:27,$19.96,ensaladas
2021-02-12 06:01:00,$15.41,ensaladas
2020-05-17 18:19:05,$22.58,ensaladas
2020-09-13 12:18:48,$18.55,ensaladas
